country	time	s_hat	s_var	C_bq1_bst	C_ba45_bst	C_bq1_biv	C_ba45_biv	C_bq1_ba1	C_ba45_ba1	C_bq1_ba2	C_ba45_ba2	C_bq1_ba45	C_ba45_ba45	C_bq1_bq1	C_ba45_bq1
NY	44905	0.021	1.22e-05	0.017520781464510433	0.035392327773014196	0.1369981373688617	0.14225998451994942	0.00012272507573254108	0.0008651102369714891	0.0008088256430503469	0.0041122454553364374	0.008913109209479972	0.022736351203937508	0.0045760171594017955	0.0052580129426513115
NY	44912	0.014	1.69e-05	0.016960727060166176	0.03405282117967164	0.14309518709171673	0.1490287327463855	0.00011095117895689264	0.0007826839462837351	0.0007323891009413341	0.0037475450822372336	0.008381921376389774	0.021968350601074795	0.005431884473365902	0.006260915760734116
NY	44919	0.01	2.52e-05	0.016389317837140076	0.03278622425037007	0.1478548609303926	0.15449632018274248	0.00010030937344554472	0.0007080690084520137	0.0006630607052675764	0.0034128419219908086	0.007853870040959342	0.02115616634002131	0.006190207364532962	0.007169476065243157
NY	44926	0.013	4.35e-05	0.01580549432029059	0.03158491903879286	0.15044218953783536	0.1578104151610656	9.067941658093411e-05	0.0006404848229821129	0.0006001817109609756	0.00310601055674625	0.007324811111179142	0.02029616612126851	0.006737106384091484	0.007858419308155564
NY	44933	0.026	7.82e-05	0.015135845577516656	0.03029337460981341	0.15321643795960438	0.16138194719680984	8.196914920202694e-05	0.0005792935925595285	0.00054318887719039	0.002825102812408548	0.006811444681388567	0.01941585052826074	0.007140903058312307	0.008401110765900392
NY	44940	0.022	8.57e-05	0.014626684877401326	0.02924733162244669	0.15616734009541555	0.16520750106476342	7.409220177243293e-05	0.0005239033925272037	0.0004915393944871424	0.0025681920930217604	0.006314480383641285	0.01851977684940179	0.0073724805323601116	0.008764487674160245
NY	44947	0.021	9.95e-05	0.013804612274309026	0.02784122962831312	0.15748338526217903	0.16744001525701752	6.696828777315414e-05	0.00047376698294001153	0.00044474083655722405	0.002333455936390447	0.005839392991508992	0.017619852732330698	0.00748025590507518	0.009000497066048121
NY	44954	0.004	0.0001164	0.013308589451273212	0.026872574810944835	0.15813311839492125	0.16907056699385817	6.052788077689777e-05	0.00042840098585641425	0.000402363591876522	0.0021192164173981054	0.0053906271693209655	0.01672671209778941	0.007508967035821593	0.009156960796377298
NY	44961	-0.013	0.0001921	0.01287299551959316	0.02600011018581434	0.15866562449973026	0.17066364382800345	5.4705514134132605e-05	0.0003873557649984102	0.00036401427537792507	0.0019238899191683161	0.004969181452251192	0.015846103680881737	0.007497048532564498	0.009275282910528374
SPAIN	44827	0.107	7.95e-05	0.033553146850343746	0.08623407669889567	0.0009842138915240643	0.0010069328538546063	0.0003774861434283025	0.0026176833598557806	0.002403979808354326	0.01086177364855227	0.012182582840531144	0.02408533573591613	0.00011613000884980705	0.000148813482583476
