country	FLAI_time	t1	t2	s_hat	s_var	vaccinated	recovered	delta_recov	alpha_recov	alpha_count_t1	alpha_count_t2	delta_count_t1	delta_count_t2	av_cases	x_wt	x_delta	x_alpha
USA	44381	06/20/2021	07/20/2021	0.115	1.2e-06	0.492	0.102	0.0008936423753308206	0.009316739870669706	6460	1411	13155	90669	60.59	0.08934536212965478	0.8387948370280333	0.07185980084231196
JAPAN	44332	05/02/2021	06/01/2021	0.042	1.18e-05	0.018	0.005	1.3145776044996452e-05	0.0014911266768838527	14639	7232	150	262	39.07	0.06796058301751962	0.014534053788960524	0.9175053631935198
JAPAN	44339	05/09/2021	06/08/2021	0.053	9.1e-06	0.025	0.006	1.7591495315415976e-05	0.0017307525399692099	14338	6259	184	399	33.99	0.053678742877559915	0.019335137722732234	0.9269861193997079
JAPAN	44346	05/16/2021	06/15/2021	0.065	7.3e-06	0.035	0.006	2.265713944444249e-05	0.0019282764780480285	12307	5952	190	637	25.55	0.04194380395381969	0.031134180884140897	0.9269220151620394
JAPAN	44353	05/23/2021	06/22/2021	0.075	7.6e-06	0.049	0.006	2.850283394414695e-05	0.0020752072158905666	9862	5736	194	1073	18.68	0.027200510621295138	0.054079607168332974	0.9187198822103719
JAPAN	44360	05/30/2021	06/29/2021	0.08	5.5e-06	0.069	0.006	3.61198389916948e-05	0.002182878607714868	7662	5877	239	1987	14.43	0.015252408516686966	0.08928839408925675	0.8954591973940563
JAPAN	44367	06/06/2021	07/06/2021	0.081	3.9e-06	0.096	0.006	4.733124923590023e-05	0.002265884385583634	6464	6042	350	3676	12.5	0.008707509710597083	0.14501436611302196	0.8462781241763809
JAPAN	44374	06/13/2021	07/13/2021	0.085	2.6e-06	0.128	0.006	6.55671678157922e-05	0.002335649411986158	6009	5998	558	7062	12.77	0.004745788845730292	0.23684844709021594	0.7584057640640538
JAPAN	44381	06/20/2021	07/20/2021	0.088	1.8e-06	0.164	0.006	9.912913456824554e-05	0.002400770093020581	5784	5732	909	12450	15.85	0.0026828003772365605	0.3560900851951836	0.6412271144275798
JAPAN	44388	06/27/2021	07/27/2021	0.086	1.2e-06	0.199	0.007	0.00016233128237174533	0.0024655531231367396	5804	4795	1672	18335	21.47	0.001129422826616766	0.5166779272549911	0.48219264991839217
JAPAN	44395	07/04/2021	08/03/2021	0.088	8e-07	0.235	0.007	0.0002910070245160738	0.002533497254641581	6024	3746	3062	26641	37.11	0.000572470210328635	0.6667156558600198	0.33271187392965157
JAPAN	44402	07/11/2021	08/10/2021	0.088	8e-07	0.271	0.007	0.0005468735631942291	0.0026073418613686053	6019	2645	5869	35844	60.04	0.00038022875564619474	0.7780874893627213	0.2215322818816325
JAPAN	44409	07/18/2021	08/17/2021	0.086	1e-06	0.307	0.008	0.0009703384230735717	0.002681154722973956	5874	1717	10840	42327	86.39	0.000192789246901498	0.8664913078488572	0.1333159029042413
JAPAN	44416	07/25/2021	08/24/2021	0.081	1.2e-06	0.344	0.008	0.0016167990106790821	0.0027500992269702002	5105	1142	16505	42387	121.59	0.00011123642130914102	0.924796821465222	0.07509194211346884
JAPAN	44423	08/01/2021	08/31/2021	0.075	2.3e-06	0.381	0.009	0.002498226853165919	0.002810766875186632	4036	614	23990	34556	145.46	0.00013414612981899748	0.9581733233921769	0.041692530478004135
JAPAN	44430	08/08/2021	09/07/2021	0.07	4.2e-06	0.417	0.01	0.003506996128891356	0.002855146881738593	2981	260	33427	23632	150.15	0.00015617625556808845	0.9720978521593859	0.027745971585045978
