FLAI_time	date	location	total_cases	new_cases	total_deaths	new_deaths	population	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	total_boosters_per_hundred	total_vaccinations_per_hundred	total_bivalent_boosters_per_hundred
44510	2021-11-11	Peru	2208891.0	1001.0	200502.0	33.0	34049588.0	62.08	49.04	1.05	112.17	0.0
44511	2021-11-12	Peru	2210129.0	1238.0	200532.0	30.0	34049588.0	62.35	49.25	1.09	112.69	0.0
44512	2021-11-13	Peru	2211366.0	1237.0	200554.0	22.0	34049588.0	62.7	49.6	1.13	113.43	0.0
44513	2021-11-14	Peru	2212514.0	1148.0	200573.0	19.0	34049588.0	63.01	49.91	1.16	114.08	0.0
44514	2021-11-15	Peru	2213548.0	1034.0	200605.0	32.0	34049588.0	63.28	50.13	1.19	114.6	0.0
44515	2021-11-16	Peru	2214543.0	995.0	200635.0	30.0	34049588.0	63.61	50.34	1.23	115.18	0.0
44516	2021-11-17	Peru	2215373.0	830.0	200672.0	37.0	34049588.0	63.94	50.56	1.26	115.76	0.0
44517	2021-11-18	Peru	2216832.0	1459.0	200695.0	23.0	34049588.0	64.27	50.77	1.29	116.33	0.0
44518	2021-11-19	Peru	2218202.0	1370.0	200741.0	46.0	34049588.0	64.6	50.97	1.33	116.9	0.0
44519	2021-11-20	Peru	2219617.0	1415.0	200767.0	26.0	34049588.0	65.02	51.54	1.37	117.92	0.0
44520	2021-11-21	Peru	2221154.0	1537.0	200801.0	34.0	34049588.0	65.36	52.08	1.41	118.85	0.0
44521	2021-11-22	Peru	2222879.0	1725.0	200833.0	32.0	34049588.0	65.62	52.38	1.46	119.46	0.0
44522	2021-11-23	Peru	2224344.0	1465.0	200866.0	33.0	34049588.0	65.88	52.71	1.52	120.11	0.0
44523	2021-11-24	Peru	2225117.0	773.0	200894.0	28.0	34049588.0	66.12	53.02	1.58	120.73	0.0
44524	2021-11-25	Peru	2226656.0	1539.0	200931.0	37.0	34049588.0	66.36	53.46	1.65	121.46	0.0
44525	2021-11-26	Peru	2228212.0	1556.0	200961.0	30.0	34049588.0	66.58	53.98	1.83	122.39	0.0
44526	2021-11-27	Peru	2229741.0	1529.0	200987.0	26.0	34049588.0	66.84	54.76	2.15	123.75	0.0
44527	2021-11-28	Peru	2231175.0	1434.0	201026.0	39.0	34049588.0	67.06	55.36	2.42	124.85	0.0
44528	2021-11-29	Peru	2232749.0	1574.0	201071.0	45.0	34049588.0	67.24	55.74	2.71	125.69	0.0
44529	2021-11-30	Peru	2234075.0	1326.0	201108.0	37.0	34049588.0	67.4	56.08	3.03	126.51	0.0
44530	2021-12-01	Peru	2234970.0	895.0	201144.0	36.0	34049588.0	67.58	56.39	3.35	127.32	0.0
44531	2021-12-02	Peru	2236351.0	1381.0	201176.0	32.0	34049588.0	67.78	56.71	3.69	128.18	0.0
44532	2021-12-03	Peru	2237842.0	1491.0	201209.0	33.0	34049588.0	67.98	57.01	4.02	129.02	0.0
44533	2021-12-04	Peru	2239421.0	1579.0	201282.0	73.0	34049588.0	68.22	57.42	4.37	130.01	0.0
44534	2021-12-05	Peru	2242646.0	3225.0	201360.0	78.0	34049588.0	68.41	57.76	4.59	130.76	0.0
44535	2021-12-06	Peru	2242646.0	0.0	201360.0	0.0	34049588.0	68.59	58.03	4.83	131.44	0.0
44536	2021-12-07	Peru	2243415.0	769.0	201379.0	19.0	34049588.0	68.76	58.32	5.05	132.14	0.0
44537	2021-12-08	Peru	2245146.0	1731.0	201421.0	42.0	34049588.0	68.9	58.54	5.2	132.65	0.0
44538	2021-12-09	Peru	2246633.0	1487.0	201450.0	29.0	34049588.0	69.1	58.87	5.43	133.4	0.0
44539	2021-12-10	Peru	2248447.0	1814.0	201490.0	40.0	34049588.0	69.43	59.32	5.67	134.42	0.0
44540	2021-12-11	Peru	2249671.0	1224.0	201527.0	37.0	34049588.0	69.84	59.88	5.91	135.63	0.0
44541	2021-12-12	Peru	2251027.0	1356.0	201650.0	123.0	34049588.0	70.15	60.34	6.08	136.58	0.0
44542	2021-12-13	Peru	2252846.0	1819.0	201733.0	83.0	34049588.0	70.49	60.73	6.27	137.49	0.0
44543	2021-12-14	Peru	2254373.0	1527.0	201770.0	37.0	34049588.0	70.82	61.16	6.46	138.45	0.0
44544	2021-12-15	Peru	2255318.0	945.0	201848.0	78.0	34049588.0	71.13	61.56	6.64	139.32	0.0
44545	2021-12-16	Peru	2256796.0	1478.0	201902.0	54.0	34049588.0	71.35	61.89	6.79	140.03	0.0
44546	2021-12-17	Peru	2258456.0	1660.0	201992.0	90.0	34049588.0	71.57	62.21	6.95	140.73	0.0
44547	2021-12-18	Peru	2260180.0	1724.0	202076.0	84.0	34049588.0	71.77	62.53	7.11	141.41	0.0
44548	2021-12-19	Peru	2261883.0	1703.0	202120.0	44.0	34049588.0	71.91	62.8	7.24	141.95	0.0
44549	2021-12-20	Peru	2263739.0	1856.0	202154.0	34.0	34049588.0	72.07	63.05	7.62	142.74	0.0
44550	2021-12-21	Peru	2265320.0	1581.0	202225.0	71.0	34049588.0	72.21	63.29	8.35	143.85	0.0
44551	2021-12-22	Peru	2266205.0	885.0	202295.0	70.0	34049588.0	72.34	63.52	8.99	144.85	0.0
44552	2021-12-23	Peru	2267715.0	1510.0	202338.0	43.0	34049588.0	72.43	63.71	9.43	145.58	0.0
44553	2021-12-24	Peru	2269497.0	1782.0	202375.0	37.0	34049588.0	72.47	63.78	9.56	145.81	0.0
44554	2021-12-25	Peru	2271549.0	2052.0	202424.0	49.0	34049588.0	72.48	63.8	9.64	145.92	0.0
44555	2021-12-26	Peru	2272885.0	1336.0	202454.0	30.0	34049588.0	72.53	63.93	10.02	146.47	0.0
44556	2021-12-27	Peru	2278807.0	5922.0	202488.0	34.0	34049588.0	72.63	64.16	10.61	147.4	0.0
44557	2021-12-28	Peru	2279299.0	492.0	202524.0	36.0	34049588.0	72.73	64.39	11.24	148.36	0.0
44558	2021-12-29	Peru	2281362.0	2063.0	202550.0	26.0	34049588.0	72.83	64.6	11.76	149.2	0.0
44559	2021-12-30	Peru	2283474.0	2112.0	202584.0	34.0	34049588.0	72.92	64.79	12.14	149.85	0.0
44560	2021-12-31	Peru	2287494.0	4020.0	202584.0	0.0	34049588.0	72.95	64.86	12.24	150.06	0.0
44561	2022-01-01	Peru	2292254.0	4760.0	202653.0	69.0	34049588.0	72.98	64.88	12.29	150.15	0.0
44562	2022-01-02	Peru	2296831.0	4577.0	202690.0	37.0	34049588.0	73.03	64.97	12.51	150.51	0.0
44563	2022-01-03	Peru	2301177.0	4346.0	202741.0	51.0	34049588.0	73.12	65.19	12.95	151.25	0.0
44564	2022-01-04	Peru	2302678.0	1501.0	202782.0	41.0	34049588.0	73.2	65.42	13.45	152.07	0.0
44565	2022-01-05	Peru	2304674.0	1996.0	202818.0	36.0	34049588.0	73.3	65.66	14.07	153.02	0.0
44566	2022-01-06	Peru	2309856.0	5182.0	202867.0	49.0	34049588.0	73.39	65.88	14.7	153.97	0.0
44567	2022-01-07	Peru	2318543.0	8687.0	202904.0	37.0	34049588.0	73.47	66.11	15.35	154.93	0.0
44568	2022-01-08	Peru	2329717.0	11174.0	202934.0	30.0	34049588.0	73.55	66.32	16.05	155.92	0.0
44569	2022-01-09	Peru	2342550.0	12833.0	202981.0	47.0	34049588.0	73.6	66.46	16.47	156.53	0.0
44570	2022-01-10	Peru	2358685.0	16135.0	203019.0	38.0	34049588.0	73.69	66.67	17.01	157.36	0.0
44571	2022-01-11	Peru	2375813.0	17128.0	203067.0	48.0	34049588.0	73.76	66.85	17.52	158.14	0.0
44572	2022-01-12	Peru	2388289.0	12476.0	203097.0	30.0	34049588.0	73.83	67.03	18.0	158.86	0.0
44573	2022-01-13	Peru	2412577.0	24288.0	203157.0	60.0	34049588.0	73.9	67.19	18.5	159.6	0.0
44574	2022-01-14	Peru	2440349.0	27772.0	203193.0	36.0	34049588.0	73.97	67.34	18.98	160.29	0.0
44575	2022-01-15	Peru	2473709.0	33360.0	203255.0	62.0	34049588.0	74.02	67.45	19.48	160.96	0.0
44576	2022-01-16	Peru	2512789.0	39080.0	203302.0	47.0	34049588.0	74.05	67.53	19.76	161.35	0.0
44577	2022-01-17	Peru	2562534.0	49745.0	203376.0	74.0	34049588.0	74.11	67.66	20.13	161.9	0.0
44578	2022-01-18	Peru	2606126.0	43592.0	203464.0	88.0	34049588.0	74.16	67.77	20.47	162.4	0.0
44579	2022-01-19	Peru	2631826.0	25700.0	203550.0	86.0	34049588.0	74.21	67.88	20.79	162.89	0.0
44580	2022-01-20	Peru	2668224.0	36398.0	203645.0	95.0	34049588.0	74.26	67.99	21.08	163.33	0.0
44581	2022-01-21	Peru	2723166.0	54942.0	203750.0	105.0	34049588.0	74.3	68.08	21.36	163.75	0.0
44582	2022-01-22	Peru	2780049.0	56883.0	203868.0	118.0	34049588.0	74.34	68.17	21.68	164.2	0.0
44583	2022-01-23	Peru	2839519.0	59470.0	203994.0	126.0	34049588.0	74.37	68.25	21.93	164.55	0.0
44584	2022-01-24	Peru	2894215.0	54696.0	204141.0	147.0	34049588.0	74.53	68.34	22.19	165.07	0.0
44585	2022-01-25	Peru	2946151.0	51936.0	204323.0	182.0	34049588.0	74.7	68.43	22.46	165.59	0.0
44586	2022-01-26	Peru	2976260.0	30109.0	204404.0	81.0	34049588.0	74.92	68.52	22.7	166.14	0.0
44587	2022-01-27	Peru	3020756.0	44496.0	204587.0	183.0	34049588.0	75.18	68.61	22.95	166.73	0.0
44588	2022-01-28	Peru	3070357.0	49601.0	204769.0	182.0	34049588.0	75.46	68.69	23.19	167.34	0.0
44589	2022-01-29	Peru	3120401.0	50044.0	204940.0	171.0	34049588.0	75.9	68.77	23.49	168.16	0.0
44590	2022-01-30	Peru	3160732.0	40331.0	205112.0	172.0	34049588.0	76.23	68.82	23.73	168.78	0.0
44591	2022-01-31	Peru	3196488.0	35756.0	205347.0	235.0	34049588.0	76.58	68.9	24.0	169.49	0.0
44592	2022-02-01	Peru	3224406.0	27918.0	205505.0	158.0	34049588.0	76.91	68.98	24.3	170.19	0.0
44593	2022-02-02	Peru	3239538.0	15132.0	205834.0	329.0	34049588.0	77.19	69.06	24.59	170.84	0.0
44594	2022-02-03	Peru	3262165.0	22627.0	205985.0	151.0	34049588.0	77.5	69.14	24.88	171.52	0.0
44595	2022-02-04	Peru	3286151.0	23986.0	206220.0	235.0	34049588.0	77.83	69.21	25.17	172.22	0.0
44596	2022-02-05	Peru	3308693.0	22542.0	206406.0	186.0	34049588.0	78.16	69.29	25.52	172.96	0.0
44597	2022-02-06	Peru	3331290.0	22597.0	206646.0	240.0	34049588.0	78.35	69.33	25.74	173.42	0.0
44598	2022-02-07	Peru	3349298.0	18008.0	206891.0	245.0	34049588.0	78.62	69.41	26.03	174.06	0.0
44599	2022-02-08	Peru	3363489.0	14191.0	206984.0	93.0	34049588.0	78.88	69.48	26.34	174.7	0.0
44600	2022-02-09	Peru	3372895.0	9406.0	207114.0	130.0	34049588.0	79.13	69.56	26.64	175.33	0.0
44601	2022-02-10	Peru	3384546.0	11651.0	207312.0	198.0	34049588.0	79.36	69.63	26.94	175.93	0.0
44602	2022-02-11	Peru	3397637.0	13091.0	207536.0	224.0	34049588.0	79.63	69.7	27.24	176.57	0.0
44603	2022-02-12	Peru	3411201.0	13564.0	207737.0	201.0	34049588.0	79.85	69.76	27.55	177.16	0.0
44604	2022-02-13	Peru	3424894.0	13693.0	207965.0	228.0	34049588.0	79.98	69.8	27.75	177.52	0.0
44605	2022-02-14	Peru	3435753.0	10859.0	208120.0	155.0	34049588.0	80.12	69.9	27.95	177.98	0.0
44606	2022-02-15	Peru	3445680.0	9927.0	208381.0	261.0	34049588.0	80.29	70.03	28.21	178.53	0.0
44607	2022-02-16	Peru	3449712.0	4032.0	208466.0	85.0	34049588.0	80.47	70.17	28.48	179.12	0.0
44608	2022-02-17	Peru	3456789.0	7077.0	208622.0	156.0	34049588.0	80.63	70.34	28.75	179.73	0.0
44609	2022-02-18	Peru	3466309.0	9520.0	208789.0	167.0	34049588.0	80.79	70.55	29.03	180.38	0.0
44610	2022-02-19	Peru	3474965.0	8656.0	208964.0	175.0	34049588.0	80.95	70.82	29.33	181.11	0.0
44611	2022-02-20	Peru	3481752.0	6787.0	209110.0	146.0	34049588.0	81.07	71.01	29.56	181.64	0.0
44612	2022-02-21	Peru	3490988.0	9236.0	209298.0	188.0	34049588.0	81.23	71.26	29.82	182.31	0.0
44613	2022-02-22	Peru	3496009.0	5021.0	209468.0	170.0	34049588.0	81.38	71.53	30.1	183.01	0.0
44614	2022-02-23	Peru	3497896.0	1887.0	209641.0	173.0	34049588.0	81.51	71.77	30.37	183.65	0.0
44615	2022-02-24	Peru	3500880.0	2984.0	209808.0	167.0	34049588.0	81.65	72.02	30.62	184.28	0.0
44616	2022-02-25	Peru	3503892.0	3012.0	209927.0	119.0	34049588.0	81.78	72.3	30.86	184.94	0.0
44617	2022-02-26	Peru	3506075.0	2183.0	210116.0	189.0	34049588.0	81.9	72.54	31.1	185.55	0.0
44618	2022-02-27	Peru	3508642.0	2567.0	210229.0	113.0	34049588.0	81.99	72.71	31.28	185.97	0.0
44619	2022-02-28	Peru	3512404.0	3762.0	210407.0	178.0	34049588.0	82.12	72.95	31.52	186.59	0.0
44620	2022-03-01	Peru	3516264.0	3860.0	210538.0	131.0	34049588.0	82.25	73.14	31.73	187.11	0.0
44621	2022-03-02	Peru	3517260.0	996.0	210672.0	134.0	34049588.0	82.37	73.33	31.94	187.64	0.0
44622	2022-03-03	Peru	3518721.0	1461.0	210744.0	72.0	34049588.0	82.49	73.53	32.14	188.17	0.0
44623	2022-03-04	Peru	3520604.0	1883.0	210851.0	107.0	34049588.0	82.62	73.76	32.35	188.73	0.0
44624	2022-03-05	Peru	3522484.0	1880.0	210907.0	56.0	34049588.0	82.76	73.99	32.58	189.33	0.0
44625	2022-03-06	Peru	3524504.0	2020.0	210995.0	88.0	34049588.0	82.85	74.12	32.73	189.7	0.0
44626	2022-03-07	Peru	3525940.0	1436.0	211032.0	37.0	34049588.0	82.96	74.29	32.92	190.17	0.0
44627	2022-03-08	Peru	3527549.0	1609.0	211108.0	76.0	34049588.0	83.06	74.44	33.08	190.58	0.0
44628	2022-03-09	Peru	3528038.0	489.0	211155.0	47.0	34049588.0	83.16	74.61	33.26	191.03	0.0
44629	2022-03-10	Peru	3528939.0	901.0	211252.0	97.0	34049588.0	83.28	74.77	33.45	191.49	0.0
44630	2022-03-11	Peru	3530004.0	1065.0	211301.0	49.0	34049588.0	83.42	74.94	33.63	191.98	0.0
44631	2022-03-12	Peru	3531075.0	1071.0	211364.0	63.0	34049588.0	83.56	75.13	33.86	192.55	0.0
44632	2022-03-13	Peru	3534687.0	3612.0	211423.0	59.0	34049588.0	83.65	75.26	34.03	192.94	0.0
44633	2022-03-14	Peru	3535726.0	1039.0	211482.0	59.0	34049588.0	83.74	75.38	34.21	193.32	0.0
44634	2022-03-15	Peru	3536496.0	770.0	211546.0	64.0	34049588.0	83.81	75.49	34.4	193.7	0.0
44635	2022-03-16	Peru	3536842.0	346.0	211579.0	33.0	34049588.0	83.88	75.61	34.59	194.07	0.0
44636	2022-03-17	Peru	3537488.0	646.0	211619.0	40.0	34049588.0	83.95	75.71	34.77	194.43	0.0
44637	2022-03-18	Peru	3538453.0	965.0	211661.0	42.0	34049588.0	84.03	75.84	34.96	194.84	0.0
44638	2022-03-19	Peru	3539400.0	947.0	211691.0	30.0	34049588.0	84.12	76.01	35.18	195.31	0.0
44639	2022-03-20	Peru	3540108.0	708.0	211751.0	60.0	34049588.0	84.18	76.12	35.36	195.65	0.0
44640	2022-03-21	Peru	3540793.0	685.0	211814.0	63.0	34049588.0	84.24	76.21	35.53	195.98	0.0
44641	2022-03-22	Peru	3541397.0	604.0	211865.0	51.0	34049588.0	84.29	76.31	35.73	196.34	0.0
44642	2022-03-23	Peru	3541994.0	597.0	211924.0	59.0	34049588.0	84.35	76.41	35.93	196.69	0.0
44643	2022-03-24	Peru	3542602.0	608.0	211944.0	20.0	34049588.0	84.4	76.51	36.18	197.09	0.0
44644	2022-03-25	Peru	3543179.0	577.0	211981.0	37.0	34049588.0	84.46	76.62	36.45	197.54	0.0
44645	2022-03-26	Peru	3543790.0	611.0	212022.0	41.0	34049588.0	84.54	76.8	36.86	198.2	0.0
44646	2022-03-27	Peru	3544338.0	548.0	212050.0	28.0	34049588.0	84.6	76.92	37.23	198.75	0.0
44647	2022-03-28	Peru	3544862.0	524.0	212102.0	52.0	34049588.0	84.64	77.01	37.56	199.21	0.0
44648	2022-03-29	Peru	3545403.0	541.0	212128.0	26.0	34049588.0	84.69	77.09	37.89	199.67	0.0
44649	2022-03-30	Peru	3545628.0	225.0	212157.0	29.0	34049588.0	84.73	77.17	38.24	200.15	0.0
44650	2022-03-31	Peru	3546083.0	455.0	212179.0	22.0	34049588.0	84.77	77.25	38.63	200.65	0.0
44651	2022-04-01	Peru	3546696.0	613.0	212207.0	28.0	34049588.0	84.82	77.34	39.06	201.23	0.0
44652	2022-04-02	Peru	3547125.0	429.0	212222.0	15.0	34049588.0	84.88	77.49	39.58	201.95	0.0
44653	2022-04-03	Peru	3547606.0	481.0	212256.0	34.0	34049588.0	84.92	77.59	40.06	202.57	0.0
44654	2022-04-04	Peru	3548088.0	482.0	212299.0	43.0	34049588.0	84.95	77.65	40.38	202.99	0.0
44655	2022-04-05	Peru	3548559.0	471.0	212328.0	29.0	34049588.0	84.98	77.7	40.58	203.25	0.0
44656	2022-04-06	Peru	3548717.0	158.0	212354.0	26.0	34049588.0	85.02	77.78	40.97	203.76	0.0
44657	2022-04-07	Peru	3549028.0	311.0	212372.0	18.0	34049588.0	85.06	77.86	41.34	204.25	0.0
44658	2022-04-08	Peru	3549511.0	483.0	212396.0	24.0	34049588.0	85.1	77.95	41.7	204.75	0.0
44659	2022-04-09	Peru	3550240.0	729.0	212420.0	24.0	34049588.0	85.15	78.07	42.1	205.33	0.0
44660	2022-04-10	Peru	3550791.0	551.0	212438.0	18.0	34049588.0	85.19	78.16	42.44	205.79	0.0
44661	2022-04-11	Peru	3551245.0	454.0	212471.0	33.0	34049588.0	85.23	78.23	42.79	206.25	0.0
44662	2022-04-12	Peru	3551540.0	295.0	212486.0	15.0	34049588.0	85.26	78.31	43.15	206.72	0.0
44663	2022-04-13	Peru	3551800.0	260.0	212507.0	21.0	34049588.0	85.31	78.39	43.52	207.21	0.0
44664	2022-04-14	Peru	3552467.0	667.0	212528.0	21.0	34049588.0	85.33	78.44	43.71	207.48	0.0
44665	2022-04-15	Peru	3553210.0	743.0	212547.0	19.0	34049588.0	85.35	78.47	43.83	207.65	0.0
44666	2022-04-16	Peru	3554006.0	796.0	212565.0	18.0	34049588.0	85.38	78.54	44.13	208.06	0.0
44667	2022-04-17	Peru	3554669.0	663.0	212596.0	31.0	34049588.0	85.4	78.6	44.34	208.34	0.0
44668	2022-04-18	Peru	3555139.0	470.0	212619.0	23.0	34049588.0	85.43	78.67	44.66	208.76	0.0
44669	2022-04-19	Peru	3555739.0	600.0	212630.0	11.0	34049588.0	85.47	78.74	44.97	209.17	0.0
44670	2022-04-20	Peru	3556384.0	645.0	212654.0	24.0	34049588.0	85.5	78.81	45.28	209.59	0.0
44671	2022-04-21	Peru	3557139.0	755.0	212676.0	22.0	34049588.0	85.54	78.88	45.59	210.01	0.0
44672	2022-04-22	Peru	3557869.0	730.0	212704.0	28.0	34049588.0	85.59	78.98	45.91	210.48	0.0
44673	2022-04-23	Peru	3558613.0	744.0	212715.0	11.0	34049588.0	85.64	79.09	46.27	211.0	0.0
44674	2022-04-24	Peru	3559343.0	730.0	212724.0	9.0	34049588.0	85.68	79.18	46.56	211.43	0.0
44675	2022-04-25	Peru	3560095.0	752.0	212736.0	12.0	34049588.0	85.72	79.26	46.87	211.84	0.0
44676	2022-04-26	Peru	3560876.0	781.0	212742.0	6.0	34049588.0	85.76	79.33	47.18	212.28	0.0
44677	2022-04-27	Peru	3561677.0	801.0	212761.0	19.0	34049588.0	85.81	79.41	47.48	212.7	0.0
44678	2022-04-28	Peru	3562300.0	623.0	212769.0	8.0	34049588.0	85.85	79.49	47.77	213.12	0.0
44679	2022-04-29	Peru	3563151.0	851.0	212778.0	9.0	34049588.0	85.9	79.58	48.07	213.56	0.0
44680	2022-04-30	Peru	3563929.0	778.0	212798.0	20.0	34049588.0	85.94	79.67	48.41	214.02	0.0
44681	2022-05-01	Peru	3564558.0	629.0	212810.0	12.0	34049588.0	85.96	79.68	48.5	214.14	0.0
44682	2022-05-02	Peru	3565253.0	695.0	212824.0	14.0	34049588.0	85.97	79.71	48.69	214.37	0.0
44683	2022-05-03	Peru	3565839.0	586.0	212841.0	17.0	34049588.0	85.99	79.74	48.92	214.65	0.0
44684	2022-05-04	Peru	3566523.0	684.0	212865.0	24.0	34049588.0	86.01	79.77	49.15	214.92	0.0
44685	2022-05-05	Peru	3567171.0	648.0	212877.0	12.0	34049588.0	86.02	79.8	49.37	215.2	0.0
44686	2022-05-06	Peru	3567863.0	692.0	212891.0	14.0	34049588.0	86.04	79.83	49.58	215.45	0.0
44687	2022-05-07	Peru	3569026.0	1163.0	212913.0	22.0	34049588.0	86.05	79.86	49.78	215.69	0.0
44688	2022-05-08	Peru	3569026.0	0.0	212913.0	0.0	34049588.0	86.05	79.86	49.82	215.74	0.0
44689	2022-05-09	Peru	3569326.0	300.0	212933.0	20.0	34049588.0	86.07	79.89	50.05	216.01	0.0
44690	2022-05-10	Peru	3569782.0	456.0	212946.0	13.0	34049588.0	86.08	79.92	50.3	216.31	0.0
44691	2022-05-11	Peru	3570075.0	293.0	212957.0	11.0	34049588.0	86.1	79.95	50.55	216.6	0.0
44692	2022-05-12	Peru	3570339.0	264.0	212968.0	11.0	34049588.0	86.12	79.99	50.79	216.89	0.0
44693	2022-05-13	Peru	3570801.0	462.0	212979.0	11.0	34049588.0	86.14	80.02	51.02	217.18	0.0
44694	2022-05-14	Peru	3571161.0	360.0	213000.0	21.0	34049588.0	86.15	80.07	51.28	217.5	0.0
44695	2022-05-15	Peru	3571516.0	355.0	213013.0	13.0	34049588.0	86.17	80.09	51.44	217.7	0.0
44696	2022-05-16	Peru	3571919.0	403.0	213023.0	10.0	34049588.0	86.18	80.13	51.66	217.97	0.0
44697	2022-05-17	Peru	3572423.0	504.0	213040.0	17.0	34049588.0	86.2	80.16	51.89	218.25	0.0
44698	2022-05-18	Peru	3572832.0	409.0	213044.0	4.0	34049588.0	86.21	80.2	52.12	218.53	0.0
44699	2022-05-19	Peru	3573220.0	388.0	213058.0	14.0	34049588.0	86.23	80.24	52.34	218.81	0.0
44700	2022-05-20	Peru	3573738.0	518.0	213069.0	11.0	34049588.0	86.25	80.28	52.58	219.11	0.0
44701	2022-05-21	Peru	3574182.0	444.0	213077.0	8.0	34049588.0	86.27	80.33	52.85	219.44	0.0
44702	2022-05-22	Peru	3574876.0	694.0	213086.0	9.0	34049588.0	86.28	80.36	53.03	219.68	0.0
44703	2022-05-23	Peru	3575291.0	415.0	213098.0	12.0	34049588.0	86.3	80.39	53.27	219.96	0.0
44704	2022-05-24	Peru	3576042.0	751.0	213106.0	8.0	34049588.0	86.32	80.43	53.51	220.26	0.0
44705	2022-05-25	Peru	3576309.0	267.0	213116.0	10.0	34049588.0	86.34	80.47	53.74	220.55	0.0
44706	2022-05-26	Peru	3576640.0	331.0	213122.0	6.0	34049588.0	86.36	80.51	53.97	220.84	0.0
44707	2022-05-27	Peru	3577241.0	601.0	213134.0	12.0	34049588.0	86.38	80.55	54.21	221.14	0.0
44708	2022-05-28	Peru	3577907.0	666.0	213145.0	11.0	34049588.0	86.4	80.6	54.48	221.47	0.0
44709	2022-05-29	Peru	3578364.0	457.0	213155.0	10.0	34049588.0	86.41	80.63	54.68	221.71	0.0
44710	2022-05-30	Peru	3579534.0	1170.0	213162.0	7.0	34049588.0	86.43	80.66	54.9	221.98	0.0
44711	2022-05-31	Peru	3580051.0	517.0	213173.0	11.0	34049588.0	86.44	80.69	55.11	222.24	0.0
44712	2022-06-01	Peru	3580347.0	296.0	213186.0	13.0	34049588.0	86.46	80.71	55.28	222.45	0.0
44713	2022-06-02	Peru	3581524.0	1177.0	213205.0	19.0	34049588.0	86.47	80.74	55.47	222.67	0.0
44714	2022-06-03	Peru	3581524.0	0.0	213205.0	0.0	34049588.0	86.49	80.76	55.66	222.91	0.0
44715	2022-06-04	Peru	3582604.0	1080.0	213227.0	22.0	34049588.0	86.5	80.79	55.88	223.18	0.0
44716	2022-06-05	Peru	3583403.0	799.0	213228.0	1.0	34049588.0	86.51	80.82	56.03	223.36	0.0
44717	2022-06-06	Peru	3584256.0	853.0	213248.0	20.0	34049588.0	86.53	80.84	56.22	223.59	0.0
44718	2022-06-07	Peru	3585381.0	1125.0	213259.0	11.0	34049588.0	86.54	80.87	56.41	223.82	0.0
44719	2022-06-08	Peru	3585767.0	386.0	213269.0	10.0	34049588.0	86.56	80.9	56.62	224.07	0.0
44720	2022-06-09	Peru	3586242.0	475.0	213281.0	12.0	34049588.0	86.57	80.92	56.83	224.32	0.0
44721	2022-06-10	Peru	3587142.0	900.0	213289.0	8.0	34049588.0	86.59	80.95	57.04	224.58	0.0
44722	2022-06-11	Peru	3587906.0	764.0	213296.0	7.0	34049588.0	86.61	80.99	57.26	224.85	0.0
44723	2022-06-12	Peru	3588697.0	791.0	213308.0	12.0	34049588.0	86.62	81.01	57.43	225.05	0.0
44724	2022-06-13	Peru	3589782.0	1085.0	213316.0	8.0	34049588.0	86.63	81.03	57.55	225.21	0.0
44725	2022-06-14	Peru	3590882.0	1100.0	213324.0	8.0	34049588.0	86.64	81.05	57.75	225.44	0.0
44726	2022-06-15	Peru	3591816.0	934.0	213338.0	14.0	34049588.0	86.66	81.08	57.95	225.68	0.0
44727	2022-06-16	Peru	3592765.0	949.0	213343.0	5.0	34049588.0	86.67	81.11	58.17	225.94	0.0
44728	2022-06-17	Peru	3593625.0	860.0	213350.0	7.0	34049588.0	86.68	81.13	58.38	226.2	0.0
44729	2022-06-18	Peru	3594977.0	1352.0	213361.0	11.0	34049588.0	86.7	81.16	58.59	226.44	0.0
44730	2022-06-19	Peru	3596377.0	1400.0	213374.0	13.0	34049588.0	86.7	81.17	58.66	226.53	0.0
44731	2022-06-20	Peru	3597866.0	1489.0	213382.0	8.0	34049588.0	86.72	81.19	58.87	226.77	0.0
44732	2022-06-21	Peru	3599501.0	1635.0	213389.0	7.0	34049588.0	86.73	81.22	59.1	227.04	0.0
44733	2022-06-22	Peru	3600993.0	1492.0	213395.0	6.0	34049588.0	86.74	81.24	59.34	227.33	0.0
44734	2022-06-23	Peru	3603127.0	2134.0	213405.0	10.0	34049588.0	86.76	81.27	59.57	227.59	0.0
44735	2022-06-24	Peru	3605614.0	2487.0	213425.0	20.0	34049588.0	86.77	81.29	59.78	227.84	0.0
44736	2022-06-25	Peru	3608565.0	2951.0	213432.0	7.0	34049588.0	86.78	81.32	60.05	228.14	0.0
44737	2022-06-26	Peru	3611123.0	2558.0	213443.0	11.0	34049588.0	86.79	81.34	60.25	228.37	0.0
44738	2022-06-27	Peru	3613464.0	2341.0	213447.0	4.0	34049588.0	86.8	81.36	60.5	228.66	0.0
44739	2022-06-28	Peru	3616929.0	3465.0	213462.0	15.0	34049588.0	86.82	81.38	60.78	228.98	0.0
44740	2022-06-29	Peru	3617629.0	700.0	213475.0	13.0	34049588.0	86.83	81.4	60.97	229.2	0.0
44741	2022-06-30	Peru	3620801.0	3172.0	213483.0	8.0	34049588.0	86.84	81.43	61.21	229.47	0.0
44742	2022-07-01	Peru	3625091.0	4290.0	213497.0	14.0	34049588.0	86.85	81.44	61.4	229.69	0.0
